"","response.docs.lead_paragraph"
"154","And the Debutante Cotillion held a Christmas Ball."
"155","The accusations in a new lawsuit against Johnson & Johnson sound familiar: The consumer goods giant knew for decades that its baby powder and other talc-based products were contaminated with carcinogenic asbestos, but continued to market the items."
"156","WASHINGTON — American manufacturing activity contracted last month more than it had in a decade, data released Friday showed, a sign that economic damage from President Trump’s trade war could linger even after the United States and China sign an initial trade deal. "
"157","LONDON — The tired old man has had an unexpected transfusion. And he has seldom seemed more alive — or more doomed."
"158","David Hay was a high-ranking official with the New York City Department of Education when he went on a dating app last July and found someone named Colton, whom Mr. Hay believed to be a 14-year-old boy living in a small Wisconsin city, federal prosecutors said."
"159","Depersonalization is a dissociative disorder characterized by a sense of observing one’s self from outside one’s body. Those with the condition often report an experience akin to watching yourself in a movie. My 86-year-old stepfather, Chuckie O’Brien, does not suffer from depersonalization. But for more than half his life, 44 years, he has watched himself portrayed in news articles, books and motion pictures — most recently, in Martin Scorsese’s “The Irishman” — as someone he is not. The effect on his life has been devastating."
"160","In the spring of 1916, a bootlegger in Idaho escaped from jail by hiding a saw in his shoe and using it to cut his way out of his cell. A few months later, the man murdered his common law wife by “beating her brains out with an ax,” according to a local newspaper."
"161","In the constant search for a vaccine against tuberculosis — which now kills more people around the world than any other infectious disease — researchers have made an unusual discovery."
"162","The Trump administration is expected to announce this week that it will ban mint-, fruit- and dessert-flavored e-cigarette cartridges popular with teenagers, but allow menthol and tobacco flavors to remain on the market."
"163","THURSDAY PUZZLE — When anyone begins a new endeavor — let’s say they start solving crossword puzzles — it is easiest to learn when the overall format is at least somewhat predictable. This is why we encourage new solvers to start with Monday puzzles, where the theme entries are often positioned in roughly the same places and are highly visible. Or at least recognizable."
"164","A brand-new cottage in Oxford, Miss.; 1967 modern-style home in Kansas City, Mo.; and a three-bedroom house with red-rock views in Sedona, Ariz."
"165","Happy New Year! On this first day of 2020, I’m reflecting on the parenting stories that moved me from the past year. What I love about covering this beat is that how we raise children touches on every topic imaginable: Money, privilege, politics, race, business and technology are all represented in my best-of list, in no particular order. Parenting also involves a range of emotions — the experience can bring you to places you didn’t know existed in yourself. I included that here as well, from the tragic to the ridiculous to the sublime. "
"166","To the Editor:"
"167","PASADENA, Calif. — If it was not exactly a decisive moment in the 106th Rose Bowl game, it was nevertheless a moment for which these Oregon Ducks had been built. "
"168","I have tried to write at least one column every year about Guantánamo in the belief that what happened there, and what the Supreme Court had to say about it, still matters — even though only a few dozen prisoners remain from the hundreds once held there as legal proceedings grind on with no end in sight. "
"169","(Want to get this briefing by email? Here’s the sign-up.)"
"170","This fire season has been one of the worst in Australia’s history, with at least 15 people killed, hundreds of homes destroyed and millions of acres burned. And summer is far from over."
"171","Happy New Year! On this first day of 2020, I’m reflecting on the parenting stories that moved me from the past year. What I love about covering this beat is that how we raise children touches on every topic imaginable: Money, privilege, politics, race, business and technology are all represented in my best-of list, in no particular order. Parenting also involves a range of emotions — the experience can bring you to places you didn’t know existed in yourself. I included that here as well, from the tragic to the ridiculous to the sublime. "
