"","response.docs.lead_paragraph"
"164"," Congrats to the Kansas City Chiefs. The electronic dance music artist DJ-Sol, who moonlights as David Solomon, the C.E.O. of Goldman Sachs, pumped out the beats at a Super Bowl party in Miami over the weekend. More on the ads below. (Want this in your inbox each morning? Sign up here.)"
"165","China’s Communist Party leadership called the month-old coronavirus epidemic a “major test” on Monday as other nations escalated efforts to isolate China, unnerving China’s stock market, depressing global oil prices and raising new anxiety about the world’s most populous country."
"166","This year’s Super Bowl ads may be a sign that a shift is coming, as automakers try to persuade a skeptical public that electric vehicles are the future."
"167","A day after New York City’s health authorities said that a woman was hospitalized with the city’s first suspected case of the new coronavirus, the authorities on Sunday announced that two more patients also might have the virus."
"168","Snow flurries swirled against the window, but the atmosphere inside a Manhattan rehearsal room on a recent Saturday afternoon was comparatively balmy, warmed by the insistent triple meter of son jarocho, folk music from the Gulf of Mexico. Six actors, led by Sinuhé Padilla, a musician who specializes in the style, were working through a climactic moment in “Fandango for Butterflies (and Coyotes),” a new play about immigration by Andrea Thome that will be produced at venues in all five New York City boroughs, starting at La MaMa on Feb. 6."
"169","Over six seasons, “BoJack Horseman,” which released its final episodes Friday on Netflix, evolved from a scathing Hollywood satire into a more expansive and often disquieting exploration of depression, addiction and human morality."
"170","Acme Smoked Fish, a family-owned company that has been curing fish in Brooklyn since the early 1900s, has something new to offer: salmon that’s treated with brown sugar and hot-smoked for what the company is calling smoked salmon candy. It’s like jerky, only moister and sweeter. Use it as a topping for salads, serve pieces on a cheese board, or chop and mix it with yogurt for a spread."
"171","Good morning. Here’s what you ought to make today, even if dinner’s going to be bacon-wrapped jalapeño poppers, fully loaded queso (above) and a half-rack of jerk ribs: blender-made chocolate mousse."
"172","The South Korean hit “Parasite” notched another significant win Saturday night at the awards ceremony held by the Writers Guild of America, as the director Bong Joon Ho and his co-writer, Han Jin Won, triumphed in the original-screenplay race. Meanwhile, Taika Waititi’s World War II satire, “Jojo Rabbit,” picked up the guild’s adapted-screenplay trophy."
"173","Isaac Bruce was a central cog in the St. Louis Rams’ “Greatest Show on Turf” offense. For 16 seasons, Bruce was a consistent vertical threat at wide receiver, and he ranks in the N.F.L.’s top 15 for career receptions (13th), receiving yards (fifth) and touchdown catches (12th). He was the leading receiver in a Super Bowl victory, and his No. 80 jersey was retired by the Rams."
"174","MIAMI — Katie Sowers did not come to the Super Bowl to be a token for the N.F.L., for the San Francisco 49ers, or for the news media. She came to coach."
"175","Mary Higgins Clark, a fixture on best-seller lists for decades whose more than 50 novels earned her the sobriquet Queen of Suspense, died on Friday in Naples, Fla. She was 92."
"176","WASHINGTON — Ralph Waldo Emerson seemed to foresee the lesson of the Senate impeachment trial of President Trump. “When you strike at a king,” Emerson famously said, “you must kill him.”"
"177","As lieutenant governor of Pennsylvania, John Fetterman is a very busy man. But he was prepared to drop everything on Friday and drive to a Weis Markets in Lebanon, Pa., to hand deliver a personal check for $109.63, the exact sum of groceries that a woman with advanced cancer was recently convicted of stealing."
"178","WEST PALM BEACH, Fla. — President Trump defended a decision that would bar foreign nationals who had recently visited China from entering the United States as his administration continued to assess the growing threat of a coronavirus outbreak."
"179","MONDAY PUZZLE — What’s better than starting off our solving week with a whole bunch (that’s the collective noun) of cuddly animals? Not a lot, except that you might want to be careful around 20A. O.K., maybe 28A as well. But the rest of them? Cuddle away."
"180","It’s early on a Saturday morning, but Mama has already had time not just to make stew, but to let it burn when she was momentarily distracted by a noise outside the house — a shot or a tire blowing out, she can’t be sure."
